"device_twin_variable_history_id","device_twin_id","customer_id","device_twin_variable_id","name","category","type","kind","value","unit","meta","created_at","alias"
"00000000-64f6-f926-1bfe-38001fbc4b44","9485d33d-7f0b-448d-bd06-f8a143f3fc5e","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-d054-99b0-55001f718b3c","Água Medida","consumption","water","cold","8.258","m³",NULL,"2023-09-05 09:47:18.807","total"
"00000000-64f6-f926-1bfe-38001fbc4b45","9485d33d-7f0b-448d-bd06-f8a143f3fc5e","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-d054-99b0-55001f718b3e","Bateria","hardware","battery","any","3.2","V",NULL,"2023-09-05 09:47:18.812","info"
"00000000-64f6-f942-99b0-55001f71dc7f","d0213e5d-2b4f-4b9e-af22-50f5bd97ab33","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-d06f-1bfe-38001fbbf981","Água Quente","consumption","water","hot","10.914","m³",NULL,"2023-09-05 09:47:46.27","auxiliary"
"00000000-64f6-f942-99b0-55001f71dc80","d0213e5d-2b4f-4b9e-af22-50f5bd97ab33","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-d06f-1bfe-38001fbbf982","Água Fria","consumption","water","cold","4.996","m³",NULL,"2023-09-05 09:47:46.283","auxiliary"
"00000000-64f6-f942-99b0-55001f71dc81","d0213e5d-2b4f-4b9e-af22-50f5bd97ab33","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-d06f-1bfe-38001fbbf983","Água Medida","consumption","water","cold","15.91","m³",NULL,"2023-09-05 09:47:46.293","total"
"00000000-64f6-f942-99b0-55001f71dc82","d0213e5d-2b4f-4b9e-af22-50f5bd97ab33","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-d06f-1bfe-38001fbbf985","Bateria","hardware","battery","any","3.2","V",NULL,"2023-09-05 09:47:46.299","info"
"00000000-64f6-f94d-1bfe-38001fbc4b47","595dde7b-bc20-4c2c-b6ec-11dd420944a6","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e9-7651-1bfe-38001fbc08ab","Gás Medido","consumption","gas","any","18.75","m³",NULL,"2023-09-05 09:47:57.863","total"
"00000000-64f6-f94d-1bfe-38001fbc4b48","595dde7b-bc20-4c2c-b6ec-11dd420944a6","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e9-7651-1bfe-38001fbc08ac","Bateria","hardware","battery","any","3.2","V",NULL,"2023-09-05 09:47:57.87","info"
"00000000-64f6-f955-1bfe-38001fbc4b4a","595dde7b-bc20-4c2c-b6ec-11dd420944a6","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e9-7651-1bfe-38001fbc08ab","Gás Medido","consumption","gas","any","18.75","m³",NULL,"2023-09-05 09:48:05.265","total"
"00000000-64f6-f955-1bfe-38001fbc4b4b","595dde7b-bc20-4c2c-b6ec-11dd420944a6","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e9-7651-1bfe-38001fbc08ac","Bateria","hardware","battery","any","3.2","V",NULL,"2023-09-05 09:48:05.272","info"
"00000000-64f6-f95c-1bfe-38001fbc4b4d","595dde7b-bc20-4c2c-b6ec-11dd420944a6","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e9-7651-1bfe-38001fbc08ab","Gás Medido","consumption","gas","any","18.75","m³",NULL,"2023-09-05 09:48:12.687","total"
"00000000-64f6-f95c-1bfe-38001fbc4b4e","595dde7b-bc20-4c2c-b6ec-11dd420944a6","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e9-7651-1bfe-38001fbc08ac","Bateria","hardware","battery","any","3.2","V",NULL,"2023-09-05 09:48:12.694","info"
"00000000-64f6-fa2f-99b0-55001f71dc86","44760c52-13c9-4231-b4f8-4391469f1506","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64ea-35c0-94a4-0f01e78d76c2","Gás Medido","consumption","gas","any","0.02","m³",NULL,"2023-09-05 09:51:43.444","total"
"00000000-64f6-fa2f-99b0-55001f71dc87","44760c52-13c9-4231-b4f8-4391469f1506","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64ea-35c0-94a4-0f01e78d76c3","Bateria","hardware","battery","any","3.2","V",NULL,"2023-09-05 09:51:43.453","info"
"00000000-64f7-1295-99b0-55001f71dc8a","9fa75076-f3c4-4593-80d3-0879bb03cde9","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-9556-1bfe-38001fbbf5f6","Água Quente","consumption","water","hot","5.176","m³",NULL,"2023-09-05 11:35:49.577","auxiliary"
"00000000-64f7-1295-99b0-55001f71dc8b","9fa75076-f3c4-4593-80d3-0879bb03cde9","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-9556-1bfe-38001fbbf5f7","Água Fria","consumption","water","cold","5.343","m³",NULL,"2023-09-05 11:35:49.59","auxiliary"
"00000000-64f7-1295-99b0-55001f71dc8c","9fa75076-f3c4-4593-80d3-0879bb03cde9","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-9556-1bfe-38001fbbf5f8","Água Medida","consumption","water","cold","10.519","m³",NULL,"2023-09-05 11:35:49.598","total"
"00000000-64f7-1295-99b0-55001f71dc8d","9fa75076-f3c4-4593-80d3-0879bb03cde9","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-9556-1bfe-38001fbbf5fa","Bateria","hardware","battery","any","3.2","V",NULL,"2023-09-05 11:35:49.613","info"
"00000000-64f7-18d8-1bfe-38001fbc4b51","55e7445d-502b-4eb2-95ab-6307625bf413","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e9-95d4-1bfe-38001fbc0926","Gás Medido","consumption","gas","any","39.07","m³",NULL,"2023-09-05 12:02:32.962","total"
"00000000-64f7-18d8-1bfe-38001fbc4b52","55e7445d-502b-4eb2-95ab-6307625bf413","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e9-95d4-1bfe-38001fbc0927","Bateria","hardware","battery","any","3.2","V",NULL,"2023-09-05 12:02:32.968","info"
"00000000-64f7-1aaa-99b0-55001f71dc90","d5ca4e6a-db51-4eb4-a040-fd35aa392820","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-9d64-1bfe-38001fbbf662","Água Quente","consumption","water","hot","0.007","m³",NULL,"2023-09-05 12:10:18.155","auxiliary"
"00000000-64f7-1aaa-99b0-55001f71dc91","d5ca4e6a-db51-4eb4-a040-fd35aa392820","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-9d64-1bfe-38001fbbf663","Água Fria","consumption","water","cold","4.31","m³",NULL,"2023-09-05 12:10:18.165","auxiliary"
"00000000-64f7-1aaa-99b0-55001f71dc92","d5ca4e6a-db51-4eb4-a040-fd35aa392820","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-9d64-1bfe-38001fbbf665","Água Medida","consumption","water","cold","4.317","m³",NULL,"2023-09-05 12:10:18.174","total"
"00000000-64f7-1aaa-99b0-55001f71dc93","d5ca4e6a-db51-4eb4-a040-fd35aa392820","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-9d64-1bfe-38001fbbf666","Bateria","hardware","battery","any","3.2","V",NULL,"2023-09-05 12:10:18.181","info"
"00000000-64f7-1e87-1bfe-38001fbc4b55","008bb0a5-c33b-4fc3-975f-3dd35139d13e","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-a15d-1bfe-38001fbbf6a9","Água Quente","consumption","water","hot","10.465","m³",NULL,"2023-09-05 12:26:47.532","auxiliary"
"00000000-64f7-1e87-1bfe-38001fbc4b56","008bb0a5-c33b-4fc3-975f-3dd35139d13e","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-a15d-1bfe-38001fbbf6aa","Água Fria","consumption","water","cold","9.85","m³",NULL,"2023-09-05 12:26:47.546","auxiliary"
"00000000-64f7-1e87-1bfe-38001fbc4b57","008bb0a5-c33b-4fc3-975f-3dd35139d13e","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-a15d-1bfe-38001fbbf6ab","Água Medida","consumption","water","cold","20.315","m³",NULL,"2023-09-05 12:26:47.554","total"
"00000000-64f7-1e87-1bfe-38001fbc4b58","008bb0a5-c33b-4fc3-975f-3dd35139d13e","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-a15d-1bfe-38001fbbf6ae","Bateria","hardware","battery","any","3.2","V",NULL,"2023-09-05 12:26:47.565","info"
"00000000-64f7-1f51-1bfe-38001fbc4b5a","10529b36-69f0-4513-8cab-d1b120a59ab8","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-f683-1bfe-38001fbbfadc","Água Quente","consumption","water","hot","4.543","m³",NULL,"2023-09-05 12:30:09.781","auxiliary"
"00000000-64f7-1f51-1bfe-38001fbc4b5b","10529b36-69f0-4513-8cab-d1b120a59ab8","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-f683-1bfe-38001fbbfadd","Água Fria","consumption","water","cold","4.278","m³",NULL,"2023-09-05 12:30:09.785","auxiliary"
"00000000-64f7-1f51-1bfe-38001fbc4b5c","10529b36-69f0-4513-8cab-d1b120a59ab8","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-f683-1bfe-38001fbbfade","Água Medida","consumption","water","cold","8.821","m³",NULL,"2023-09-05 12:30:09.797","total"
"00000000-64f7-1f51-1bfe-38001fbc4b5d","10529b36-69f0-4513-8cab-d1b120a59ab8","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-f683-1bfe-38001fbbfae0","Bateria","hardware","battery","any","3.2","V",NULL,"2023-09-05 12:30:09.804","info"
"00000000-64f7-1fe9-1bfe-38001fbc4b5f","8dfe7929-d001-4793-891f-fe9cae31f186","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e9-9ce4-1bfe-38001fbc0957","Gás Medido","consumption","gas","any","0.01","m³",NULL,"2023-09-05 12:32:41.13","total"
"00000000-64f7-1fe9-1bfe-38001fbc4b60","8dfe7929-d001-4793-891f-fe9cae31f186","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e9-9ce4-1bfe-38001fbc0958","Bateria","hardware","battery","any","3.2","V",NULL,"2023-09-05 12:32:41.134","info"
"00000000-64f7-20e3-99b0-55001f71dca0","65145232-a0b9-4c7f-8a65-e206dc5fe620","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64ea-35c0-94a4-0f01e78d76c4","Gás Medido","consumption","gas","any","2.22","m³",NULL,"2023-09-05 12:36:51.527","total"
"00000000-64f7-20e3-99b0-55001f71dca1","65145232-a0b9-4c7f-8a65-e206dc5fe620","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64ea-35c0-94a4-0f01e78d76c5","Bateria","hardware","battery","any","3.2","V",NULL,"2023-09-05 12:36:51.533","info"
"00000000-64f7-2177-1bfe-38001fbc4b62","c5e9fe84-96cf-40c7-b272-bbe24b3b2451","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e9-9e7a-99b0-55001f719c99","Gás Medido","consumption","gas","any","38.94","m³",NULL,"2023-09-05 12:39:19.877","total"
"00000000-64f7-2177-1bfe-38001fbc4b63","c5e9fe84-96cf-40c7-b272-bbe24b3b2451","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e9-9e7a-99b0-55001f719c9a","Bateria","hardware","battery","any","3.2","V",NULL,"2023-09-05 12:39:19.894","info"
"00000000-64f7-2235-99b0-55001f71dca3","f7042b50-550f-4dee-92a9-c5fe9afe746f","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-a4f9-99b0-55001f7188f2","Água Quente","consumption","water","hot","6.53","m³",NULL,"2023-09-05 12:42:29.797","auxiliary"
"00000000-64f7-2235-99b0-55001f71dca4","f7042b50-550f-4dee-92a9-c5fe9afe746f","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-a4f9-99b0-55001f7188f3","Água Fria","consumption","water","cold","6.431","m³",NULL,"2023-09-05 12:42:29.809","auxiliary"
"00000000-64f7-2235-99b0-55001f71dca5","f7042b50-550f-4dee-92a9-c5fe9afe746f","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-a4f9-99b0-55001f7188f4","Água Medida","consumption","water","cold","12.961","m³",NULL,"2023-09-05 12:42:29.815","total"
"00000000-64f7-2235-99b0-55001f71dca6","f7042b50-550f-4dee-92a9-c5fe9afe746f","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-a4f9-99b0-55001f7188f6","Bateria","hardware","battery","any","3.2","V",NULL,"2023-09-05 12:42:29.821","info"
"00000000-64f7-23cb-99b0-55001f71dca8","638286b2-0c53-46fe-915d-de4008c9fbab","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-a685-99b0-55001f71890a","Água Quente","consumption","water","hot","8.548","m³",NULL,"2023-09-05 12:49:15.081","auxiliary"
"00000000-64f7-23cb-99b0-55001f71dca9","638286b2-0c53-46fe-915d-de4008c9fbab","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-a685-99b0-55001f71890b","Água Fria","consumption","water","cold","3.887","m³",NULL,"2023-09-05 12:49:15.09","auxiliary"
"00000000-64f7-23cb-99b0-55001f71dcaa","638286b2-0c53-46fe-915d-de4008c9fbab","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-a685-99b0-55001f71890c","Água Medida","consumption","water","cold","12.435","m³",NULL,"2023-09-05 12:49:15.096","total"
"00000000-64f7-23cb-99b0-55001f71dcab","638286b2-0c53-46fe-915d-de4008c9fbab","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-a685-99b0-55001f71890e","Bateria","hardware","battery","any","3.2","V",NULL,"2023-09-05 12:49:15.102","info"
"00000000-64f7-24c3-99b0-55001f71dcad","2246192a-0f9b-4758-b6c3-87e4e26206eb","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-a799-1bfe-38001fbbf718","Água Quente","consumption","water","hot","0.001","m³",NULL,"2023-09-05 12:53:23.95","auxiliary"
"00000000-64f7-24c3-99b0-55001f71dcae","2246192a-0f9b-4758-b6c3-87e4e26206eb","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-a799-1bfe-38001fbbf719","Água Fria","consumption","water","cold","0.001","m³",NULL,"2023-09-05 12:53:23.967","auxiliary"
"00000000-64f7-24c3-99b0-55001f71dcaf","2246192a-0f9b-4758-b6c3-87e4e26206eb","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-a799-1bfe-38001fbbf71a","Água Medida","consumption","water","cold","0.002","m³",NULL,"2023-09-05 12:53:23.968","total"
"00000000-64f7-24c3-99b0-55001f71dcb0","2246192a-0f9b-4758-b6c3-87e4e26206eb","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-a799-1bfe-38001fbbf71c","Bateria","hardware","battery","any","3.2","V",NULL,"2023-09-05 12:53:23.978","info"
"00000000-64f7-2949-99b0-55001f71dcb3","f416e7cf-1d6e-4298-b0b8-b87109b7f390","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e9-faa3-99b0-55001f719ebb","Gás Medido","consumption","gas","any","56.41","m³",NULL,"2023-09-05 13:12:41.443","total"
"00000000-64f7-2949-99b0-55001f71dcb4","f416e7cf-1d6e-4298-b0b8-b87109b7f390","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e9-faa3-99b0-55001f719ebc","Bateria","hardware","battery","any","3.2","V",NULL,"2023-09-05 13:12:41.446","info"
"00000000-64f7-29bb-1bfe-38001fbc4b68","8a7209ff-a506-4ca0-9cd6-d4e7098bed95","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e9-a6c5-99b0-55001f719ccc","Gás Medido","consumption","gas","any","16.67","m³",NULL,"2023-09-05 13:14:35.155","total"
"00000000-64f7-29bb-1bfe-38001fbc4b69","8a7209ff-a506-4ca0-9cd6-d4e7098bed95","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e9-a6c5-99b0-55001f719ccd","Bateria","hardware","battery","any","3.2","V",NULL,"2023-09-05 13:14:35.159","info"
"00000000-64f7-2ef6-1bfe-38001fbc4b6d","6a555af8-e407-4fcc-b7b8-96624e6faac7","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e8-0623-99b0-55001f718cda","Água Quente","consumption","water","hot","8.009","m³",NULL,"2023-09-05 13:36:54.449","auxiliary"
"00000000-64f7-2ef6-1bfe-38001fbc4b6e","6a555af8-e407-4fcc-b7b8-96624e6faac7","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e8-0623-99b0-55001f718cdb","Água Fria","consumption","water","cold","4.296","m³",NULL,"2023-09-05 13:36:54.46","auxiliary"
"00000000-64f7-2ef6-1bfe-38001fbc4b6f","6a555af8-e407-4fcc-b7b8-96624e6faac7","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e8-0623-99b0-55001f718cdd","Água Medida","consumption","water","cold","12.305","m³",NULL,"2023-09-05 13:36:54.473","total"
"00000000-64f7-2ef6-1bfe-38001fbc4b70","6a555af8-e407-4fcc-b7b8-96624e6faac7","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e8-0623-99b0-55001f718cde","Bateria","hardware","battery","any","3.2","V",NULL,"2023-09-05 13:36:54.481","info"
"00000000-64f7-30f1-1bfe-38001fbc4b73","bc44c05f-f76f-4b54-bda7-0e8002313c5b","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-b3b5-1bfe-38001fbbf7e2","Água Quente","consumption","water","hot","3.174","m³",NULL,"2023-09-05 13:45:21.943","auxiliary"
"00000000-64f7-30f1-1bfe-38001fbc4b74","bc44c05f-f76f-4b54-bda7-0e8002313c5b","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-b3b5-1bfe-38001fbbf7e3","Água Fria","consumption","water","cold","0.001","m³",NULL,"2023-09-05 13:45:21.958","auxiliary"
"00000000-64f7-30f1-1bfe-38001fbc4b75","bc44c05f-f76f-4b54-bda7-0e8002313c5b","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-b3b5-1bfe-38001fbbf7e4","Água Medida","consumption","water","cold","3.175","m³",NULL,"2023-09-05 13:45:21.966","total"
"00000000-64f7-30f1-1bfe-38001fbc4b76","bc44c05f-f76f-4b54-bda7-0e8002313c5b","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-b3b5-1bfe-38001fbbf7e6","Bateria","hardware","battery","any","3.2","V",NULL,"2023-09-05 13:45:21.973","info"
"00000000-64f7-3330-99b0-55001f71dcba","5084af2e-34c7-4d72-b515-870827dbe5ba","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64ea-046f-99b0-55001f719f34","Gás Medido","consumption","gas","any","11.74","m³",NULL,"2023-09-05 13:54:56.892","total"
"00000000-64f7-3330-99b0-55001f71dcbb","5084af2e-34c7-4d72-b515-870827dbe5ba","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64ea-046f-99b0-55001f719f35","Bateria","hardware","battery","any","3.2","V",NULL,"2023-09-05 13:54:56.903","info"
"00000000-64f7-3341-99b0-55001f71dcbd","79afef86-3c9f-4229-bfbb-01e899670139","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e9-b043-1bfe-38001fbc09e4","Gás Medido","consumption","gas","any","68.21","m³",NULL,"2023-09-05 13:55:13.443","total"
"00000000-64f7-3341-99b0-55001f71dcbe","79afef86-3c9f-4229-bfbb-01e899670139","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e9-b043-1bfe-38001fbc09e5","Bateria","hardware","battery","any","3.2","V",NULL,"2023-09-05 13:55:13.46","info"
"00000000-64f7-34ce-99b0-55001f71dcc0","04e78acc-a0b4-4d16-8581-9704e4c9dc0b","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e9-5d70-99b0-55001f719ad0","Gás Medido","consumption","gas","any","0.51","m³",NULL,"2023-09-05 14:01:50.591","total"
"00000000-64f7-34ce-99b0-55001f71dcc1","04e78acc-a0b4-4d16-8581-9704e4c9dc0b","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e9-5d70-99b0-55001f719ad1","Bateria","hardware","battery","any","3.2","V",NULL,"2023-09-05 14:01:50.597","info"
"00000000-64f7-365b-99b0-55001f71dcc5","cdec2378-91ee-4101-8b55-25957aafc726","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64ea-07c6-1bfe-38001fbc0ca1","Gás Medido","consumption","gas","any","50.25","m³",NULL,"2023-09-05 14:08:27.805","total"
"00000000-64f7-365b-99b0-55001f71dcc6","cdec2378-91ee-4101-8b55-25957aafc726","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64ea-07c6-1bfe-38001fbc0ca2","Bateria","hardware","battery","any","3.2","V",NULL,"2023-09-05 14:08:27.82","info"
"00000000-64f7-39d0-99b0-55001f71dcca","c82c4794-2fe5-4ad6-8719-ec19047e5e17","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-bca1-99b0-55001f718a10","Água Quente","consumption","water","hot","3.639","m³",NULL,"2023-09-05 14:23:12.072","auxiliary"
"00000000-64f7-39d0-99b0-55001f71dccb","c82c4794-2fe5-4ad6-8719-ec19047e5e17","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-bca1-99b0-55001f718a11","Água Fria","consumption","water","cold","2.716","m³",NULL,"2023-09-05 14:23:12.086","auxiliary"
"00000000-64f7-39d0-99b0-55001f71dccc","c82c4794-2fe5-4ad6-8719-ec19047e5e17","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-bca1-99b0-55001f718a13","Água Medida","consumption","water","cold","6.355","m³",NULL,"2023-09-05 14:23:12.111","total"
"00000000-64f7-39d0-99b0-55001f71dccd","c82c4794-2fe5-4ad6-8719-ec19047e5e17","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-bca1-99b0-55001f718a14","Bateria","hardware","battery","any","3.2","V",NULL,"2023-09-05 14:23:12.118","info"
"00000000-64f7-3a5b-1bfe-38001fbc4b7d","cea287e3-a8b3-4ace-8126-674d13793e0b","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64ea-0bba-1bfe-38001fbc0cc7","Gás Medido","consumption","gas","any","0.02","m³",NULL,"2023-09-05 14:25:31.312","total"
"00000000-64f7-3a5b-1bfe-38001fbc4b7e","cea287e3-a8b3-4ace-8126-674d13793e0b","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64ea-0bba-1bfe-38001fbc0cc8","Bateria","hardware","battery","any","3.2","V",NULL,"2023-09-05 14:25:31.319","info"
"00000000-64f7-3cb0-99b0-55001f71dcd4","65cbafdc-6b1f-4865-98c7-16a810a99bfd","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e9-6554-1bfe-38001fbc081d","Gás Medido","consumption","gas","any","21.77","m³",NULL,"2023-09-05 14:35:28.859","total"
"00000000-64f7-3cb0-99b0-55001f71dcd5","65cbafdc-6b1f-4865-98c7-16a810a99bfd","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e9-6554-1bfe-38001fbc081e","Bateria","hardware","battery","any","3.2","V",NULL,"2023-09-05 14:35:28.87","info"
"00000000-64f7-3f59-1bfe-38001fbc4b81","cfd26bf8-b703-4e5e-b994-842042cfa7b1","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-c229-99b0-55001f718a62","Água Quente","consumption","water","hot","1.925","m³",NULL,"2023-09-05 14:46:49.708","auxiliary"
"00000000-64f7-3f59-1bfe-38001fbc4b82","cfd26bf8-b703-4e5e-b994-842042cfa7b1","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-c229-99b0-55001f718a63","Água Fria","consumption","water","cold","0.001","m³",NULL,"2023-09-05 14:46:49.725","auxiliary"
"00000000-64f7-3f59-1bfe-38001fbc4b83","cfd26bf8-b703-4e5e-b994-842042cfa7b1","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-c229-99b0-55001f718a64","Água Medida","consumption","water","cold","1.926","m³",NULL,"2023-09-05 14:46:49.735","total"
"00000000-64f7-3f59-1bfe-38001fbc4b84","cfd26bf8-b703-4e5e-b994-842042cfa7b1","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-c229-99b0-55001f718a66","Bateria","hardware","battery","any","3.2","V",NULL,"2023-09-05 14:46:49.743","info"
"00000000-64f7-487c-99b0-55001f71dcdd","86bcd9a1-f7bc-4aec-bd0e-de831e78c3e0","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e9-712c-1bfe-38001fbc0861","Gás Medido","consumption","gas","any","12.87","m³",NULL,"2023-09-05 15:25:48.845","total"
"00000000-64f7-487c-99b0-55001f71dcde","86bcd9a1-f7bc-4aec-bd0e-de831e78c3e0","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e9-712c-1bfe-38001fbc0862","Bateria","hardware","battery","any","3.2","V",NULL,"2023-09-05 15:25:48.853","info"
"00000000-64f7-4a90-1bfe-38001fbc4b8c","41525b66-b8d6-4bcd-9b5f-b8d11a1b8cd9","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64ea-1bf4-99b0-55001f71a00c","Gás Medido","consumption","gas","any","12.32","m³",NULL,"2023-09-05 15:34:40.963","total"
"00000000-64f7-4a90-1bfe-38001fbc4b8d","41525b66-b8d6-4bcd-9b5f-b8d11a1b8cd9","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64ea-1bf4-99b0-55001f71a00d","Bateria","hardware","battery","any","3.2","V",NULL,"2023-09-05 15:34:40.978","info"
"00000000-64f7-4bd7-1bfe-38001fbc4b91","8d683277-aa55-4303-b60d-9bbb7e7f6471","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e8-7762-99b0-55001f718fed","Água Quente","consumption","water","hot","3.958","m³",NULL,"2023-09-05 15:40:07.524","auxiliary"
"00000000-64f7-4bd7-1bfe-38001fbc4b92","8d683277-aa55-4303-b60d-9bbb7e7f6471","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e8-7762-99b0-55001f718fee","Água Fria","consumption","water","cold","1.02","m³",NULL,"2023-09-05 15:40:07.535","auxiliary"
"00000000-64f7-4bd7-1bfe-38001fbc4b93","8d683277-aa55-4303-b60d-9bbb7e7f6471","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e8-7762-99b0-55001f718fef","Água Medida","consumption","water","cold","4.978","m³",NULL,"2023-09-05 15:40:07.545","total"
"00000000-64f7-4bd7-1bfe-38001fbc4b94","8d683277-aa55-4303-b60d-9bbb7e7f6471","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e8-7762-99b0-55001f718ff1","Bateria","hardware","battery","any","3.2","V",NULL,"2023-09-05 15:40:07.55","info"
"00000000-64f7-4c5a-99b0-55001f71dce0","e798297d-8c81-429f-b696-78fad2ba67a2","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e9-750b-1bfe-38001fbc0888","Gás Medido","consumption","gas","any","0.01","m³",NULL,"2023-09-05 15:42:18.361","total"
"00000000-64f7-4c5a-99b0-55001f71dce1","e798297d-8c81-429f-b696-78fad2ba67a2","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e9-750b-1bfe-38001fbc0889","Bateria","hardware","battery","any","3.2","V",NULL,"2023-09-05 15:42:18.366","info"
"00000000-64f7-4ca8-1bfe-38001fbc4b97","ff4a1a83-748b-41ab-b830-1ff6b31a528a","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-cf57-99b0-55001f718b19","Água Quente","consumption","water","hot","11.482","m³",NULL,"2023-09-05 15:43:36.88","auxiliary"
